"强化规则ID
===
Id
===
int-cs","等级
===
Level
===
int-cs","需要经验
===
NeedExp
===
int-cs","属性成长0
===
AttrGrowUp0
===
float-cs","属性成长1
===
AttrGrowUp1
===
float-cs","属性成长2
===
AttrGrowUp2
===
float-cs","属性成长3
===
AttrGrowUp3
===
float-cs","属性成长4
===
AttrGrowUp4
===
float-cs","属性成长5
===
AttrGrowUp5
===
float-cs","属性成长6
===
AttrGrowUp6
===
float-cs","属性成长7
===
AttrGrowUp7
===
float-cs","属性成长8
===
AttrGrowUp8
===
float-cs","属性成长9
===
AttrGrowUp9
===
float-cs","属性成长10
===
AttrGrowUp10
===
float-cs","属性成长11
===
AttrGrowUp11
===
float-cs","属性成长12
===
AttrGrowUp12
===
float-cs","属性成长13
===
AttrGrowUp13
===
float-cs","属性成长14
===
AttrGrowUp14
===
float-cs","属性成长15
===
AttrGrowUp15
===
float-cs","属性成长16
===
AttrGrowUp16
===
float-cs","属性成长17
===
AttrGrowUp17
===
float-cs","属性成长18
===
AttrGrowUp18
===
float-cs","属性成长19
===
AttrGrowUp19
===
float-cs","属性成长20
===
AttrGrowUp20
===
float-cs","属性成长21
===
AttrGrowUp21
===
float-cs","属性成长22
===
AttrGrowUp22
===
float-cs","属性成长23
===
AttrGrowUp23
===
float-cs","属性成长24
===
AttrGrowUp24
===
float-cs","属性成长25
===
AttrGrowUp25
===
float-cs","属性成长26
===
AttrGrowUp26
===
float-cs","属性成长27
===
AttrGrowUp27
===
float-cs","属性成长28
===
AttrGrowUp28
===
float-cs","属性成长29
===
AttrGrowUp29
===
float-cs","属性成长30
===
AttrGrowUp30
===
float-cs","属性成长31
===
AttrGrowUp31
===
float-cs"
50004,5,137,29,41,231,0,0,19,0,0,14,29,29,29,23,23,24,24,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
50005,6,150,32,45,260,0,0,19,0,0,16,32,32,32,26,26,27,27,18,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
50006,7,162,35,49,286,0,0,22,0,0,18,35,35,35,28,28,29,29,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
50007,8,175,38,53,313,0,0,22,0,0,19,38,38,38,30,30,32,32,21,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
50008,9,200,42,57,341,0,0,22,0,0,21,42,42,42,33,33,35,35,22,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
50009,10,225,45,63,366,0,0,26,0,0,22,45,45,45,35,35,37,37,24,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
50010,11,375,54,78,461,0,0,38,0,0,29,58,58,58,46,46,48,48,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
50011,12,750,57,83,488,0,0,42,0,0,30,61,61,61,48,48,50,50,34,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
50012,13,1125,61,87,518,0,0,42,0,0,30,61,61,61,51,51,53,53,36,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
50013,14,1500,64,91,545,0,0,45,0,0,32,64,64,64,53,53,55,55,37,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
50014,15,1875,67,97,571,0,0,45,0,0,34,67,67,67,55,55,58,58,39,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
50015,16,2375,70,101,599,0,0,45,0,0,35,70,70,70,58,58,61,61,40,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
50016,17,2875,74,105,627,0,0,48,0,0,37,74,74,74,60,60,63,63,42,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
50017,18,3625,77,109,656,0,0,48,0,0,38,77,77,77,63,63,66,66,43,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
50018,19,4375,80,113,687,0,0,51,0,0,40,80,80,80,65,65,68,68,45,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
50019,20,5125,84,119,714,0,0,51,0,0,42,83,83,83,68,68,71,71,46,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
50020,21,6125,99,147,917,0,0,80,0,0,53,106,106,106,87,87,90,90,63,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
50021,22,7375,102,151,946,0,0,80,0,0,54,109,109,109,89,89,92,92,65,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
50022,23,8875,106,155,975,0,0,83,0,0,56,112,112,112,92,92,95,95,66,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
50023,24,10625,109,160,1004,0,0,83,0,0,58,115,115,115,94,94,97,97,68,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
50024,25,12625,112,164,1032,0,0,86,0,0,59,118,118,118,96,96,100,100,69,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
50025,26,14875,116,169,1064,0,0,86,0,0,61,122,122,122,99,99,103,103,71,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
50026,27,17375,119,174,1094,0,0,86,0,0,62,125,125,125,101,101,105,105,72,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
50027,28,20125,122,178,1124,0,0,90,0,0,64,128,128,128,104,104,108,108,74,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
50028,29,23125,126,182,1155,0,0,90,0,0,66,131,131,131,106,106,111,111,75,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
50029,30,26375,129,186,1183,0,0,93,0,0,67,134,134,134,109,109,113,113,77,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0
50030,31,29875,151,228,1554,0,0,134,0,0,83,166,166,166,137,137,141,141,102,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
50031,32,33875,154,232,1585,0,0,138,0,0,85,170,170,170,140,140,143,143,103,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
50032,33,38125,158,237,1620,0,0,138,0,0,86,173,173,173,142,142,146,146,105,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
50033,34,42625,161,241,1652,0,0,138,0,0,88,176,176,176,145,145,149,149,107,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0
50034,35,47375,165,246,1682,0,0,141,0,0,90,179,179,179,147,147,152,152,108,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
50035,36,52375,168,251,1713,0,0,141,0,0,91,182,182,182,150,150,154,154,110,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
50036,37,57625,172,255,1746,0,0,144,0,0,93,186,186,186,152,152,157,157,111,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
50037,38,63125,175,259,1778,0,0,144,0,0,94,189,189,189,155,155,160,160,113,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
50038,39,68875,178,265,1815,0,0,147,0,0,96,192,192,192,157,157,162,162,114,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
50039,40,75125,182,269,1846,0,0,147,0,0,98,195,195,195,160,160,165,165,116,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0
50040,41,82000,211,323,2463,0,0,205,0,0,120,240,240,240,198,198,202,202,149,0,0,0,0,0,0,0,0,27,47,0,0,0,0,0
50041,42,89500,215,329,2497,0,0,208,0,0,122,243,243,243,201,201,205,205,151,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
50042,43,97625,218,333,2531,0,0,208,0,0,123,246,246,246,203,203,208,208,152,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
50043,44,106375,222,337,2566,0,0,211,0,0,125,250,250,250,206,206,211,211,154,0,0,0,0,0,0,0,0,28,48,0,0,0,0,0
50044,45,115125,225,343,2599,0,0,211,0,0,126,253,253,253,209,209,213,213,155,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
50045,46,124500,229,347,2639,0,0,214,0,0,128,256,256,256,211,211,216,216,157,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
50046,47,134500,232,351,2675,0,0,214,0,0,130,259,259,259,214,214,219,219,159,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
50047,48,145125,236,357,2710,0,0,218,0,0,131,262,262,262,216,216,221,221,160,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
50048,49,156375,239,361,2746,0,0,218,0,0,133,266,266,266,219,219,224,224,162,0,0,0,0,0,0,0,0,28,50,0,0,0,0,0
50049,50,168875,243,365,2781,0,0,218,0,0,134,269,269,269,221,221,227,227,163,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0
50050,51,183875,280,437,3749,0,0,294,0,0,162,323,323,323,271,271,275,275,205,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
50051,52,201375,284,441,3788,0,0,298,0,0,163,326,326,326,274,274,278,278,207,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
50052,53,221375,287,445,3833,0,0,298,0,0,165,330,330,330,276,276,280,280,209,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
50053,54,243875,291,451,3872,0,0,301,0,0,166,333,333,333,279,279,283,283,210,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
50054,55,268875,295,455,3909,0,0,301,0,0,168,336,336,336,282,282,286,286,212,0,0,0,0,0,0,0,0,39,67,0,0,0,0,0
50055,56,306375,298,461,3949,0,0,304,0,0,170,339,339,339,284,284,289,289,213,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
50056,57,356375,302,465,3989,0,0,304,0,0,173,346,346,346,287,287,292,292,215,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
50057,58,418875,306,469,4029,0,0,307,0,0,174,349,349,349,290,290,295,295,216,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
50058,59,493875,309,475,4076,0,0,307,0,0,174,349,349,349,292,292,298,298,218,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
50059,60,581375,313,479,4114,0,0,307,0,0,176,352,352,352,295,295,301,301,220,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
50060,61,668875,360,566,5584,0,0,403,0,0,211,422,422,422,357,357,360,360,271,0,0,0,0,0,0,0,0,50,88,0,0,0,0,0
50061,62,756375,363,571,5628,0,0,406,0,0,214,429,429,429,360,360,363,363,273,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
50062,63,843875,367,575,5672,0,0,406,0,0,216,432,432,432,362,362,366,366,275,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
50063,64,931375,371,581,5717,0,0,410,0,0,218,435,435,435,365,365,369,369,276,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
50064,65,1018875,374,585,5760,0,0,410,0,0,219,438,438,438,368,368,372,372,278,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
50065,66,1106375,378,591,5813,0,0,413,0,0,221,442,442,442,371,371,375,375,279,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
50066,67,1193875,382,595,5859,0,0,413,0,0,222,445,445,445,373,373,378,378,281,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
50067,68,1281375,386,601,5905,0,0,416,0,0,224,448,448,448,376,376,381,381,283,0,0,0,0,0,0,0,0,52,90,0,0,0,0,0
50068,69,1368875,389,605,5952,0,0,416,0,0,226,451,451,451,379,379,384,384,284,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
50069,70,1456375,393,610,5996,0,0,419,0,0,227,454,454,454,382,382,387,387,286,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
50070,71,1543875,442,701,7836,0,0,518,0,0,264,528,528,528,447,447,449,449,339,0,0,0,0,0,0,0,0,63,110,0,0,0,0,0
50071,72,1631375,446,706,7887,0,0,518,0,0,266,531,531,531,449,449,452,452,341,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
50072,73,1718875,450,711,7948,0,0,522,0,0,267,534,534,534,452,452,455,455,342,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
50073,74,1806375,454,715,7999,0,0,522,0,0,269,538,538,538,455,455,459,459,344,0,0,0,0,0,0,0,0,64,111,0,0,0,0,0
50074,75,1893875,458,721,8049,0,0,525,0,0,270,541,541,541,458,458,462,462,346,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
50075,76,1981375,462,727,8101,0,0,525,0,0,272,544,544,544,461,461,465,465,347,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
50076,77,2068875,466,731,8154,0,0,528,0,0,274,547,547,547,464,464,468,468,349,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
50077,78,2156375,469,736,8207,0,0,528,0,0,275,550,550,550,467,467,471,471,351,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
50078,79,2243875,473,741,8270,0,0,531,0,0,277,554,554,554,469,469,474,474,352,0,0,0,0,0,0,0,0,64,113,0,0,0,0,0
50079,80,2331375,477,746,8320,0,0,531,0,0,278,557,557,557,472,472,477,477,354,0,0,0,0,0,0,0,0,65,113,0,0,0,0,0
50080,81,2418875,529,841,10572,0,0,637,0,0,317,634,634,634,540,540,543,543,408,0,0,0,0,0,0,0,0,76,132,0,0,0,0,0
50081,82,2506375,533,846,10631,0,0,637,0,0,318,637,637,637,543,543,546,546,410,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
50082,83,2593875,537,851,10691,0,0,640,0,0,322,643,643,643,546,546,549,549,411,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
50083,84,2681375,541,857,10750,0,0,640,0,0,323,646,646,646,549,549,552,552,413,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
50084,85,2768875,545,861,10807,0,0,643,0,0,325,650,650,650,552,552,555,555,415,0,0,0,0,0,0,0,0,76,134,0,0,0,0,0
50085,86,2856375,549,867,10879,0,0,643,0,0,326,653,653,653,555,555,558,558,417,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
50086,87,2943875,553,872,10939,0,0,646,0,0,328,656,656,656,558,558,562,562,418,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
50087,88,3031375,557,876,11000,0,0,646,0,0,330,659,659,659,561,561,565,565,420,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
50088,89,3118875,561,882,11061,0,0,650,0,0,331,662,662,662,564,564,568,568,422,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
50089,90,3206375,565,888,11120,0,0,653,0,0,333,666,666,666,567,567,571,571,424,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
50090,91,3293875,619,986,13827,0,0,758,0,0,373,746,746,746,638,638,640,640,479,0,0,0,0,0,0,0,0,88,154,0,0,0,0,0
50091,92,3381375,623,991,13895,0,0,762,0,0,374,749,749,749,641,641,643,643,481,0,0,0,0,0,0,0,0,88,155,0,0,0,0,0
50092,93,3468875,627,997,13976,0,0,762,0,0,376,752,752,752,644,644,646,646,483,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
50093,94,3556375,631,1001,14044,0,0,765,0,0,378,755,755,755,647,647,650,650,484,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
50094,95,3643875,636,1007,14110,0,0,768,0,0,381,762,762,762,650,650,653,653,486,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
50095,96,3731375,640,1012,14179,0,0,768,0,0,382,765,765,765,653,653,656,656,488,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
50096,97,3818875,644,1018,14249,0,0,771,0,0,384,768,768,768,656,656,659,659,490,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
50097,98,3906375,648,1023,14319,0,0,771,0,0,386,771,771,771,659,659,662,662,491,0,0,0,0,0,0,0,0,89,157,0,0,0,0,0
50098,99,3993875,652,1028,14402,0,0,774,0,0,387,774,774,774,662,662,666,666,493,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
50099,100,4081375,656,1033,14469,0,0,774,0,0,389,778,778,778,665,665,669,669,495,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
#貂蝉,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51000,1,87,32,24,131,0,0,7,0,0,5,9,9,9,14,14,14,14,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
51001,2,100,38,28,156,0,0,7,0,0,5,11,11,11,16,16,17,17,12,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
51002,3,112,44,32,181,0,0,9,0,0,6,13,13,13,19,19,19,19,13,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
51003,4,125,50,36,207,0,0,9,0,0,7,14,14,14,21,21,22,22,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
51004,5,137,58,41,231,0,0,11,0,0,8,16,16,16,23,23,24,24,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
51005,6,150,64,45,260,0,0,11,0,0,9,18,18,18,26,26,27,27,18,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
51006,7,162,70,49,286,0,0,13,0,0,10,20,20,20,28,28,29,29,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
51007,8,175,76,53,313,0,0,13,0,0,11,22,22,22,30,30,32,32,21,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
51008,9,200,84,57,341,0,0,13,0,0,12,23,23,23,33,33,35,35,22,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
51009,10,225,90,63,366,0,0,14,0,0,13,25,25,25,35,35,37,37,24,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
51010,11,375,108,78,461,0,0,22,0,0,16,32,32,32,46,46,48,48,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
51011,12,750,114,83,488,0,0,23,0,0,17,34,34,34,48,48,50,50,34,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
51012,13,1125,122,87,518,0,0,23,0,0,17,34,34,34,51,51,53,53,36,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
51013,14,1500,128,91,545,0,0,25,0,0,18,36,36,36,53,53,55,55,37,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
51014,15,1875,134,97,571,0,0,25,0,0,19,38,38,38,55,55,58,58,39,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
51015,16,2375,140,101,599,0,0,25,0,0,20,40,40,40,58,58,61,61,40,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
51016,17,2875,148,105,627,0,0,27,0,0,21,41,41,41,60,60,63,63,42,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
51017,18,3625,154,109,656,0,0,27,0,0,22,43,43,43,63,63,66,66,43,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
51018,19,4375,160,113,687,0,0,29,0,0,23,45,45,45,65,65,68,68,45,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
51019,20,5125,168,119,714,0,0,29,0,0,23,47,47,47,68,68,71,71,46,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
51020,21,6125,198,147,917,0,0,45,0,0,30,59,59,59,87,87,90,90,63,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
51021,22,7375,204,151,946,0,0,45,0,0,31,61,61,61,89,89,92,92,65,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
51022,23,8875,212,155,975,0,0,47,0,0,32,63,63,63,92,92,95,95,66,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
51023,24,10625,218,160,1004,0,0,47,0,0,32,65,65,65,94,94,97,97,68,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
51024,25,12625,224,164,1032,0,0,49,0,0,33,67,67,67,96,96,100,100,69,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
51025,26,14875,232,169,1064,0,0,49,0,0,34,68,68,68,99,99,103,103,71,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
51026,27,17375,238,174,1094,0,0,49,0,0,35,70,70,70,101,101,105,105,72,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
51027,28,20125,244,178,1124,0,0,50,0,0,36,72,72,72,104,104,108,108,74,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
51028,29,23125,252,182,1155,0,0,50,0,0,37,74,74,74,106,106,111,111,75,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
51029,30,26375,258,186,1183,0,0,52,0,0,38,76,76,76,109,109,113,113,77,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0
51030,31,29875,302,228,1554,0,0,76,0,0,47,94,94,94,137,137,141,141,102,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
51031,32,33875,308,232,1585,0,0,77,0,0,48,95,95,95,140,140,143,143,103,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
51032,33,38125,316,237,1620,0,0,77,0,0,49,97,97,97,142,142,146,146,105,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
51033,34,42625,322,241,1652,0,0,77,0,0,50,99,99,99,145,145,149,149,107,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0
51034,35,47375,330,246,1682,0,0,79,0,0,50,101,101,101,147,147,152,152,108,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
51035,36,52375,336,251,1713,0,0,79,0,0,51,103,103,103,150,150,154,154,110,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
51036,37,57625,344,255,1746,0,0,81,0,0,52,104,104,104,152,152,157,157,111,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
51037,38,63125,350,259,1778,0,0,81,0,0,53,106,106,106,155,155,160,160,113,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
51038,39,68875,356,265,1815,0,0,83,0,0,54,108,108,108,157,157,162,162,114,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
51039,40,75125,364,269,1846,0,0,83,0,0,55,110,110,110,160,160,165,165,116,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0
51040,41,82000,422,323,2463,0,0,115,0,0,68,135,135,135,198,198,202,202,149,0,0,0,0,0,0,0,0,27,47,0,0,0,0,0
51041,42,89500,430,329,2497,0,0,117,0,0,68,137,137,137,201,201,205,205,151,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
51042,43,97625,436,333,2531,0,0,117,0,0,69,139,139,139,203,203,208,208,152,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
51043,44,106375,444,337,2566,0,0,119,0,0,70,140,140,140,206,206,211,211,154,0,0,0,0,0,0,0,0,28,48,0,0,0,0,0
51044,45,115125,450,343,2599,0,0,119,0,0,71,142,142,142,209,209,213,213,155,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
51045,46,124500,458,347,2639,0,0,121,0,0,72,144,144,144,211,211,216,216,157,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
51046,47,134500,464,351,2675,0,0,121,0,0,73,146,146,146,214,214,219,219,159,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
51047,48,145125,472,357,2710,0,0,122,0,0,74,148,148,148,216,216,221,221,160,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
51048,49,156375,478,361,2746,0,0,122,0,0,75,149,149,149,219,219,224,224,162,0,0,0,0,0,0,0,0,28,50,0,0,0,0,0
51049,50,168875,486,365,2781,0,0,122,0,0,76,151,151,151,221,221,227,227,163,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0
51050,51,183875,560,437,3749,0,0,166,0,0,91,182,182,182,271,271,275,275,205,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
51051,52,201375,568,441,3788,0,0,167,0,0,92,184,184,184,274,274,278,278,207,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
51052,53,221375,574,445,3833,0,0,167,0,0,93,185,185,185,276,276,280,280,209,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
51053,54,243875,582,451,3872,0,0,169,0,0,94,187,187,187,279,279,283,283,210,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
51054,55,268875,590,455,3909,0,0,169,0,0,95,189,189,189,282,282,286,286,212,0,0,0,0,0,0,0,0,39,67,0,0,0,0,0
51055,56,306375,596,461,3949,0,0,171,0,0,95,191,191,191,284,284,289,289,213,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
51056,57,356375,604,465,3989,0,0,171,0,0,97,194,194,194,287,287,292,292,215,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
51057,58,418875,612,469,4029,0,0,173,0,0,98,196,196,196,290,290,295,295,216,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
51058,59,493875,618,475,4076,0,0,173,0,0,98,196,196,196,292,292,298,298,218,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
51059,60,581375,626,479,4114,0,0,173,0,0,99,198,198,198,295,295,301,301,220,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
51060,61,668875,720,566,5584,0,0,227,0,0,119,238,238,238,357,357,360,360,271,0,0,0,0,0,0,0,0,50,88,0,0,0,0,0
51061,62,756375,726,571,5628,0,0,229,0,0,121,241,241,241,360,360,363,363,273,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
51062,63,843875,734,575,5672,0,0,229,0,0,122,243,243,243,362,362,366,366,275,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
51063,64,931375,742,581,5717,0,0,230,0,0,122,245,245,245,365,365,369,369,276,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
51064,65,1018875,748,585,5760,0,0,230,0,0,123,247,247,247,368,368,372,372,278,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
51065,66,1106375,756,591,5813,0,0,232,0,0,124,248,248,248,371,371,375,375,279,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
51066,67,1193875,764,595,5859,0,0,232,0,0,125,250,250,250,373,373,378,378,281,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
51067,68,1281375,772,601,5905,0,0,234,0,0,126,252,252,252,376,376,381,381,283,0,0,0,0,0,0,0,0,52,90,0,0,0,0,0
51068,69,1368875,778,605,5952,0,0,234,0,0,127,254,254,254,379,379,384,384,284,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
51069,70,1456375,786,610,5996,0,0,236,0,0,128,256,256,256,382,382,387,387,286,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
51070,71,1543875,884,701,7836,0,0,292,0,0,149,297,297,297,447,447,449,449,339,0,0,0,0,0,0,0,0,63,110,0,0,0,0,0
51071,72,1631375,892,706,7887,0,0,292,0,0,149,299,299,299,449,449,452,452,341,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
51072,73,1718875,900,711,7948,0,0,293,0,0,150,301,301,301,452,452,455,455,342,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
51073,74,1806375,908,715,7999,0,0,293,0,0,151,302,302,302,455,455,459,459,344,0,0,0,0,0,0,0,0,64,111,0,0,0,0,0
51074,75,1893875,916,721,8049,0,0,295,0,0,152,304,304,304,458,458,462,462,346,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
51075,76,1981375,924,727,8101,0,0,295,0,0,153,306,306,306,461,461,465,465,347,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
51076,77,2068875,932,731,8154,0,0,297,0,0,154,308,308,308,464,464,468,468,349,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
51077,78,2156375,938,736,8207,0,0,297,0,0,155,310,310,310,467,467,471,471,351,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
51078,79,2243875,946,741,8270,0,0,299,0,0,156,311,311,311,469,469,474,474,352,0,0,0,0,0,0,0,0,64,113,0,0,0,0,0
51079,80,2331375,954,746,8320,0,0,299,0,0,157,313,313,313,472,472,477,477,354,0,0,0,0,0,0,0,0,65,113,0,0,0,0,0
51080,81,2418875,1058,841,10572,0,0,358,0,0,178,356,356,356,540,540,543,543,408,0,0,0,0,0,0,0,0,76,132,0,0,0,0,0
51081,82,2506375,1066,846,10631,0,0,358,0,0,179,358,358,358,543,543,546,546,410,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
51082,83,2593875,1074,851,10691,0,0,360,0,0,181,362,362,362,546,546,549,549,411,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
