"Id
===
Id
===
int-s","名称
===
Name
===
string-s","等级
===
Level
===
int-s","模型Id
===
AvatarId
===
int-s","主角站位
===
Position
===
int-s","装备Id0
===
EquipId0
===
int-s","装备Id1
===
EquipId1
===
int-s","装备Id2
===
EquipId2
===
int-s","技能Id0
===
SkillId0
===
int-s","技能Id1
===
SkillId1
===
int-s","技能Id2
===
SkillId2
===
int-s","技能Id3
===
SkillId3
===
int-s","宠物配置0.类型
===
PetConfig0.Type
===
int-cs","宠物配置0.等级
===
PetConfig0.Level
===
int-cs","宠物配置0.站位
===
PetConfig0.Position
===
int-cs","宠物配置1.类型
===
PetConfig1.Type
===
int-cs","宠物配置1.等级
===
PetConfig1.Level
===
int-cs","宠物配置1.站位
===
PetConfig1.Position
===
int-cs","宠物配置2.类型
===
PetConfig2.Type
===
int-cs","宠物配置2.等级
===
PetConfig2.Level
===
int-cs","宠物配置2.站位
===
PetConfig2.Position
===
int-cs","宠物配置3.类型
===
PetConfig3.Type
===
int-cs","宠物配置3.等级
===
PetConfig3.Level
===
int-cs","宠物配置3.站位
===
PetConfig3.Position
===
int-cs"
4177,南海的鱼,14,2,3,4413,5113,5313,3501,3531,3591,-1,53921,14,7,52521,12,11,-1,-1,-1,-1,-1,-1
4178,萧涯锦衣卫,14,2,9,2113,2613,2813,2001,2021,2061,-1,61643,14,3,60542,14,5,-1,-1,-1,-1,-1,-1
4179,雷兮惊天,14,2,9,2213,2613,2813,2001,2021,2061,-1,54021,12,3,52821,13,5,-1,-1,-1,-1,-1,-1
4180,郁弥殇,14,3,7,2513,3113,3313,2501,2541,2591,-1,51321,12,3,51021,12,11,-1,-1,-1,-1,-1,-1
4181,布拉戈强盗,14,2,9,2513,2713,2913,2501,2541,2591,-1,60642,14,5,61343,14,11,-1,-1,-1,-1,-1,-1
4182,豪门丶殒落,14,2,9,2213,2613,2813,2001,2011,2061,-1,61641,13,3,61043,12,5,-1,-1,-1,-1,-1,-1
4183,残月銷魂,14,2,9,2413,2713,2913,2501,2541,2591,-1,61042,13,5,60342,12,11,-1,-1,-1,-1,-1,-1
4184,豪门丶冷笑,14,3,9,2013,3013,3213,2001,2011,2061,-1,51321,14,3,54821,14,5,-1,-1,-1,-1,-1,-1
4185,21si,14,2,1,4313,4713,4913,3501,3531,3591,-1,60242,13,7,60341,14,9,-1,-1,-1,-1,-1,-1
4186,爱吃汤圆,14,2,9,2413,2713,2913,2501,2541,2591,-1,52921,14,5,52521,14,11,-1,-1,-1,-1,-1,-1
4187,没天良,14,1,3,513,1213,1413,1501,1511,1581,-1,52421,13,5,53021,14,11,-1,-1,-1,-1,-1,-1
4188,月舞龙腾,14,3,7,2513,3113,3313,2501,2541,2591,-1,61641,13,3,61742,14,11,-1,-1,-1,-1,-1,-1
4189,夏侯瑾轩゜,14,0,5,513,813,1013,1501,1511,1581,-1,62243,12,3,61841,13,11,-1,-1,-1,-1,-1,-1
4190,天丶殇,14,0,3,413,813,1013,1501,1511,1581,-1,53121,13,5,54721,12,11,-1,-1,-1,-1,-1,-1
4191,缇欧酱,14,0,5,513,813,1013,1501,1511,1581,-1,52821,14,3,54521,14,11,-1,-1,-1,-1,-1,-1
4192,卖肉的和尚,14,2,9,2213,2613,2813,2001,2011,2061,-1,54021,13,3,52821,13,5,-1,-1,-1,-1,-1,-1
4193,噩Z梦,14,2,9,2113,2613,2813,2001,2021,2061,-1,62043,13,3,61241,14,5,-1,-1,-1,-1,-1,-1
4194,爱呆呆,14,0,5,613,813,1013,1501,1511,1581,-1,60041,13,3,62141,14,11,-1,-1,-1,-1,-1,-1
4195,大咖g,14,3,9,2513,3113,3313,2501,2541,2591,-1,53921,12,5,54321,12,11,-1,-1,-1,-1,-1,-1
4196,季堂锐太,14,0,5,413,813,1013,1501,1511,1581,-1,53921,13,3,54521,12,11,-1,-1,-1,-1,-1,-1
4197,~檎l疯狂,14,1,3,613,1213,1413,1501,1511,1581,-1,60341,14,5,61141,13,11,-1,-1,-1,-1,-1,-1
4198,谁忘了谁,14,2,3,4413,5113,5313,3501,3511,3591,-1,61241,13,7,60343,14,11,-1,-1,-1,-1,-1,-1
4199,落然毅,14,2,3,4513,5113,5313,3501,3531,3591,-1,51221,13,7,54321,14,11,-1,-1,-1,-1,-1,-1
4200,喵星人,14,0,5,613,813,1013,1501,1511,1581,-1,60742,12,3,62141,14,11,-1,-1,-1,-1,-1,-1
4201,清风依旧,14,3,9,2313,3113,3313,2501,2541,2591,-1,62041,13,5,60343,12,11,-1,-1,-1,-1,-1,-1
4202,艾莉酱,14,2,9,2113,2613,2813,2001,2021,2061,-1,55321,14,3,51221,13,5,-1,-1,-1,-1,-1,-1
4203,泅o泅o,14,2,7,2513,2713,2913,2501,2541,2591,-1,55341,12,3,62141,12,11,-1,-1,-1,-1,-1,-1
4204,音铩树鸣,14,3,9,2013,3013,3213,2001,2011,2061,-1,53821,14,3,51221,12,5,-1,-1,-1,-1,-1,-1
4205,暗夜★幽灵,14,3,9,2513,3113,3313,2501,2541,2591,-1,52721,14,5,52521,12,11,-1,-1,-1,-1,-1,-1
4206,红尘乄迷茫,14,0,3,513,813,1013,1501,1511,1581,-1,53121,12,5,52421,13,11,-1,-1,-1,-1,-1,-1
4207,糖耳朵、,14,2,9,2213,2613,2813,2001,2011,2061,-1,51321,12,3,52821,13,5,-1,-1,-1,-1,-1,-1
4208,令狐月,14,0,5,613,813,1013,1501,1511,1581,-1,61943,12,3,61742,13,11,-1,-1,-1,-1,-1,-1
4209,伤◆离别,14,3,9,2213,3013,3213,2001,2021,2061,-1,61641,12,3,61943,12,5,-1,-1,-1,-1,-1,-1
4210,纤夫的爱,14,2,7,2513,2713,2913,2501,2541,2591,-1,55321,13,3,51021,13,11,-1,-1,-1,-1,-1,-1
4211,豪门丶放弃,14,0,5,413,813,1013,1501,1511,1581,-1,52821,13,3,54521,14,11,-1,-1,-1,-1,-1,-1
4212,我来耶,14,0,5,413,813,1013,1501,1511,1581,-1,60641,12,3,62141,12,11,-1,-1,-1,-1,-1,-1
4213,抓兔子,14,0,3,513,813,1013,1501,1511,1581,-1,61141,14,5,60341,12,11,-1,-1,-1,-1,-1,-1
4214,蜗丶牛,14,2,7,2413,2713,2913,2501,2541,2591,-1,53821,13,3,51021,13,11,-1,-1,-1,-1,-1,-1
4215,殇o清逸、,14,2,3,4313,4713,4913,3501,3531,3591,-1,62243,13,7,61142,13,11,-1,-1,-1,-1,-1,-1
4216,风残灬东少,14,2,1,4413,4713,4913,3501,3531,3591,-1,60943,12,7,61141,14,9,-1,-1,-1,-1,-1,-1
4217,Mio灬珠,14,2,9,2113,2613,2813,2001,2021,2061,-1,61643,12,3,60742,14,5,-1,-1,-1,-1,-1,-1
4218,流云轩辕,14,2,3,4313,5113,5313,3501,3511,3591,-1,53921,12,7,51521,12,11,-1,-1,-1,-1,-1,-1
4219,→猫猫←,14,1,3,413,1213,1413,1501,1511,1581,-1,61141,12,5,60341,13,11,-1,-1,-1,-1,-1,-1
4220,百度薇,14,1,5,413,1213,1413,1501,1511,1581,-1,52721,14,3,54521,14,11,-1,-1,-1,-1,-1,-1
4221,听说有车,14,2,3,4413,4713,4913,3501,3511,3591,-1,60641,13,7,61543,12,11,-1,-1,-1,-1,-1,-1
4222,蓝凌青,14,2,9,2513,2713,2913,2501,2541,2591,-1,61941,13,5,60841,14,11,-1,-1,-1,-1,-1,-1
4223,明月绝,14,0,3,413,813,1013,1501,1511,1581,-1,51621,13,5,52421,14,11,-1,-1,-1,-1,-1,-1
4224,法克鱿医生,14,2,1,4513,4713,4913,3501,3511,3591,-1,61243,12,7,61141,14,9,-1,-1,-1,-1,-1,-1
4225,黑桃K,14,2,1,4513,5113,5313,3501,3531,3591,-1,61943,14,7,60341,13,9,-1,-1,-1,-1,-1,-1
4226,控制之王,14,2,1,4313,5113,5313,3501,3511,3591,-1,60242,14,7,61141,13,9,-1,-1,-1,-1,-1,-1
4227,莫札克,14,2,3,4313,5113,5313,3501,3511,3591,-1,52721,13,7,54321,12,11,-1,-1,-1,-1,-1,-1
4228,李天三,14,0,5,613,813,1013,1501,1511,1581,-1,60942,14,3,62141,14,11,-1,-1,-1,-1,-1,-1
4229,镜湖の魅影,14,2,1,4413,4713,4913,3501,3531,3591,-1,61941,14,7,61141,13,9,-1,-1,-1,-1,-1,-1
4230,卜宇焰,14,1,3,513,1213,1413,1501,1511,1581,-1,51621,14,5,53121,13,11,-1,-1,-1,-1,-1,-1
4231,武动天下,14,2,3,4413,4713,4913,3501,3511,3591,-1,54821,13,7,52521,13,11,-1,-1,-1,-1,-1,-1
4232,小清新,14,2,9,2013,2613,2813,2001,2021,2061,-1,55121,13,3,52721,14,5,-1,-1,-1,-1,-1,-1
4233,圈圈圆圆,14,2,1,4413,4713,4913,3501,3531,3591,-1,61941,13,7,60341,14,9,-1,-1,-1,-1,-1,-1
4234,浅浮伤,14,2,3,4513,5113,5313,3501,3511,3591,-1,51221,12,7,51121,14,11,-1,-1,-1,-1,-1,-1
4235,丿灬黄旗,14,0,5,613,813,1013,1501,1511,1581,-1,52921,12,3,51021,12,11,-1,-1,-1,-1,-1,-1
4236,风灬奢华,14,1,5,513,1213,1413,1501,1511,1581,-1,60243,13,3,61742,14,11,-1,-1,-1,-1,-1,-1
4237,缔造龙,14,1,5,413,1213,1413,1501,1511,1581,-1,61043,13,3,61742,12,11,-1,-1,-1,-1,-1,-1
4238,西门无泪,14,2,9,2313,2713,2913,2501,2541,2591,-1,51221,13,5,51521,14,11,-1,-1,-1,-1,-1,-1
4239,洞房不败,14,2,9,2313,2713,2913,2501,2541,2591,-1,61442,12,5,60143,13,11,-1,-1,-1,-1,-1,-1
4240,墨离殇,14,2,9,2413,2713,2913,2501,2541,2591,-1,54821,14,5,51121,12,11,-1,-1,-1,-1,-1,-1
4241,ttttt,14,2,3,4513,5113,5313,3501,3511,3591,-1,52921,14,7,54321,14,11,-1,-1,-1,-1,-1,-1
4242,虐虐虐虐心,14,3,9,2113,3013,3213,2001,2021,2061,-1,54021,12,3,52921,13,5,-1,-1,-1,-1,-1,-1
4243,上等小犀利,14,1,3,413,1213,1413,1501,1511,1581,-1,54721,13,5,54721,12,11,-1,-1,-1,-1,-1,-1
4244,樱木花道,14,2,1,4413,5113,5313,3501,3531,3591,-1,54821,12,7,52421,12,9,-1,-1,-1,-1,-1,-1
4245,行梦仙,14,1,3,513,1213,1413,1501,1511,1581,-1,54721,13,5,55221,13,11,-1,-1,-1,-1,-1,-1
4246,西门寒,14,2,3,4313,5113,5313,3501,3511,3591,-1,54821,13,7,51521,14,11,-1,-1,-1,-1,-1,-1
4247,天佑丶,14,2,1,4413,5113,5313,3501,3531,3591,-1,52721,13,7,54721,13,9,-1,-1,-1,-1,-1,-1
4248,裤兜″,14,0,3,413,813,1013,1501,1511,1581,-1,51621,14,5,53021,13,11,-1,-1,-1,-1,-1,-1
4249,北傲丶夜,14,1,5,413,1213,1413,1501,1511,1581,-1,61042,14,3,62141,12,11,-1,-1,-1,-1,-1,-1
4250,贝多芬,14,0,3,413,813,1013,1501,1511,1581,-1,51621,13,5,55221,13,11,-1,-1,-1,-1,-1,-1
4251,杰拉尔℃,14,2,1,4313,5113,5313,3501,3511,3591,-1,52721,12,7,52421,13,9,-1,-1,-1,-1,-1,-1
4252,小鸡不好惹,14,2,7,2513,2713,2913,2501,2541,2591,-1,54021,14,3,51021,14,11,-1,-1,-1,-1,-1,-1
4253,花开彼岸天,14,2,3,4413,4713,4913,3501,3511,3591,-1,52921,14,7,51521,13,11,-1,-1,-1,-1,-1,-1
4254,半岛忧伤,14,3,9,2013,3013,3213,2001,2011,2061,-1,61641,14,3,61041,12,5,-1,-1,-1,-1,-1,-1
4255,修罗丶,14,3,7,2513,3113,3313,2501,2541,2591,-1,53821,12,3,54521,13,11,-1,-1,-1,-1,-1,-1
4256,冬小冬°,14,0,5,613,813,1013,1501,1511,1581,-1,60943,12,3,61742,14,11,-1,-1,-1,-1,-1,-1
4257,等候你的爱,14,3,9,2013,3013,3213,2001,2011,2061,-1,55341,14,3,62042,12,5,-1,-1,-1,-1,-1,-1
4258,咖啡灬糖,14,0,5,513,813,1013,1501,1511,1581,-1,54821,12,3,54521,14,11,-1,-1,-1,-1,-1,-1
4259,蛋蛋似乒乓,14,2,7,2313,2713,2913,2501,2541,2591,-1,54021,13,3,54521,14,11,-1,-1,-1,-1,-1,-1
4260,小溪流,14,3,9,2113,3013,3213,2001,2021,2061,-1,62043,12,3,60641,12,5,-1,-1,-1,-1,-1,-1
4261,帝族坏蛋,14,3,9,2513,3113,3313,2501,2541,2591,-1,60241,13,5,61143,13,11,-1,-1,-1,-1,-1,-1
4262,丨轩丶辕丨,14,2,3,4413,4713,4913,3501,3511,3591,-1,60741,13,7,60342,12,11,-1,-1,-1,-1,-1,-1
4263,惊鸿つ,14,1,5,613,1213,1413,1501,1511,1581,-1,61442,12,3,61841,13,11,-1,-1,-1,-1,-1,-1
4264,皇极炎苍,14,2,9,2213,2613,2813,2001,2021,2061,-1,62043,14,3,60741,13,5,-1,-1,-1,-1,-1,-1
4265,╮貴镞ゞ娟,14,2,9,2213,2613,2813,2001,2011,2061,-1,55121,14,3,51221,13,5,-1,-1,-1,-1,-1,-1
4266,轩辕彦鸣,14,2,9,2113,2613,2813,2001,2021,2061,-1,55121,13,3,52721,12,5,-1,-1,-1,-1,-1,-1
4267,赤木晴子,14,3,9,2113,3013,3213,2001,2021,2061,-1,61642,12,3,61242,13,5,-1,-1,-1,-1,-1,-1
4268,麦芽糖,14,2,3,4413,4713,4913,3501,3511,3591,-1,54821,12,7,53521,13,11,-1,-1,-1,-1,-1,-1
4269,沐宇梓,14,2,7,2513,2713,2913,2501,2541,2591,-1,55321,13,3,54521,13,11,-1,-1,-1,-1,-1,-1
4270,惜缘胡来,14,2,9,2413,2713,2913,2501,2541,2591,-1,53921,14,5,52521,12,11,-1,-1,-1,-1,-1,-1
4271,独秀诗诗,14,2,9,2413,2713,2913,2501,2541,2591,-1,60641,14,5,60141,13,11,-1,-1,-1,-1,-1,-1
4272,孤单半个人,14,0,3,613,813,1013,1501,1511,1581,-1,53121,14,5,53121,13,11,-1,-1,-1,-1,-1,-1
4273,豪门丶鬼鬼,14,2,3,4413,4713,4913,3501,3531,3591,-1,60641,12,7,61343,13,11,-1,-1,-1,-1,-1,-1
4274,卡布奇诺,14,1,3,413,1213,1413,1501,1511,1581,-1,54721,12,5,51621,12,11,-1,-1,-1,-1,-1,-1
4275,空白君°,14,0,3,413,813,1013,1501,1511,1581,-1,51621,14,5,53021,12,11,-1,-1,-1,-1,-1,-1
4276,苍隐宇,14,0,5,413,813,1013,1501,1511,1581,-1,60043,13,3,62141,12,11,-1,-1,-1,-1,-1,-1
4277,叁月的風,14,2,9,2213,2613,2813,2001,2011,2061,-1,55121,12,3,51221,14,5,-1,-1,-1,-1,-1,-1
4278,冷恒宇,14,3,9,2313,3113,3313,2501,2541,2591,-1,52921,14,5,51521,12,11,-1,-1,-1,-1,-1,-1
4279,半纸功名,14,0,5,613,813,1013,1501,1511,1581,-1,53921,14,3,51021,12,11,-1,-1,-1,-1,-1,-1
4280,安之丶若苏,14,1,3,413,1213,1413,1501,1511,1581,-1,61141,13,5,60341,14,11,-1,-1,-1,-1,-1,-1
4281,老么子,14,3,7,2413,3113,3313,2501,2541,2591,-1,62043,13,3,61841,14,11,-1,-1,-1,-1,-1,-1
4282,狗狗吃豆豆,14,1,3,413,1213,1413,1501,1511,1581,-1,61141,13,5,61141,12,11,-1,-1,-1,-1,-1,-1
4283,某先生,14,1,5,413,1213,1413,1501,1511,1581,-1,52721,12,3,51021,14,11,-1,-1,-1,-1,-1,-1
4284,余大虾,14,3,9,2513,3113,3313,2501,2541,2591,-1,52721,14,5,51121,14,11,-1,-1,-1,-1,-1,-1
4285,上善若水,14,2,9,2113,2613,2813,2001,2021,2061,-1,61642,12,3,60042,12,5,-1,-1,-1,-1,-1,-1
4286,第六闲人,14,3,9,2113,3013,3213,2001,2021,2061,-1,61641,13,3,61442,12,5,-1,-1,-1,-1,-1,-1
4287,神域哈迪斯,14,3,9,2513,3113,3313,2501,2541,2591,-1,52921,12,5,54421,13,11,-1,-1,-1,-1,-1,-1
4288,後起之秀、,14,1,5,513,1213,1413,1501,1511,1581,-1,53921,13,3,51021,13,11,-1,-1,-1,-1,-1,-1
4289,永恒づ别离,14,2,9,2013,2613,2813,2001,2021,2061,-1,61643,13,3,60743,14,5,-1,-1,-1,-1,-1,-1
4290,抒写乄晴雨,14,2,1,4413,5113,5313,3501,3511,3591,-1,61243,13,7,60341,13,9,-1,-1,-1,-1,-1,-1
4291,不灭的意志,14,0,5,613,813,1013,1501,1511,1581,-1,61942,12,3,61841,14,11,-1,-1,-1,-1,-1,-1
4292,龙叶无桀,14,2,3,4513,4713,4913,3501,3511,3591,-1,52921,14,7,54421,12,11,-1,-1,-1,-1,-1,-1
4293,独霸小型,14,2,7,2513,2713,2913,2501,2541,2591,-1,55341,12,3,61841,13,11,-1,-1,-1,-1,-1,-1
4294,流云轩,14,3,7,2513,3113,3313,2501,2541,2591,-1,61642,14,3,61742,12,11,-1,-1,-1,-1,-1,-1
4295,佳小佳,14,2,9,2113,2613,2813,2001,2021,2061,-1,61641,12,3,60042,13,5,-1,-1,-1,-1,-1,-1
4296,Divon,14,1,5,513,1213,1413,1501,1511,1581,-1,61941,14,3,61841,12,11,-1,-1,-1,-1,-1,-1
4297,花依女王,14,0,3,613,813,1013,1501,1511,1581,-1,53021,14,5,55221,13,11,-1,-1,-1,-1,-1,-1
4298,你管着,14,2,7,2413,2713,2913,2501,2541,2591,-1,55121,14,3,51021,12,11,-1,-1,-1,-1,-1,-1
4299,MS泡泡,14,2,3,4313,4713,4913,3501,3531,3591,-1,61943,14,7,60843,12,11,-1,-1,-1,-1,-1,-1
4300,枫的气泡,14,2,9,2213,2613,2813,2001,2011,2061,-1,61641,12,3,60542,12,5,-1,-1,-1,-1,-1,-1
4301,珍珠奶茶,14,1,3,513,1213,1413,1501,1511,1581,-1,51621,12,5,52421,12,11,-1,-1,-1,-1,-1,-1
4302,新势力迷失,14,3,9,2313,3113,3313,2501,2541,2591,-1,60543,12,5,61341,14,11,-1,-1,-1,-1,-1,-1
4303,暗夜★梦魇,14,1,5,613,1213,1413,1501,1511,1581,-1,61043,13,3,61742,12,11,-1,-1,-1,-1,-1,-1
4304,临江夜听雨,14,2,1,4413,4713,4913,3501,3511,3591,-1,61443,14,7,61141,13,9,-1,-1,-1,-1,-1,-1
4305,念♂心,14,3,9,2413,3113,3313,2501,2541,2591,-1,52821,13,5,51121,12,11,-1,-1,-1,-1,-1,-1
4306,流年易转,14,1,5,413,1213,1413,1501,1511,1581,-1,60643,13,3,61742,14,11,-1,-1,-1,-1,-1,-1
4307,皇极梓韩,14,2,3,4313,4713,4913,3501,3531,3591,-1,60943,13,7,61543,14,11,-1,-1,-1,-1,-1,-1
4308,战o神,14,0,5,613,813,1013,1501,1511,1581,-1,60543,14,3,62141,13,11,-1,-1,-1,-1,-1,-1
4309,湮丶雨儿,14,3,7,2513,3113,3313,2501,2541,2591,-1,51321,12,3,51021,12,11,-1,-1,-1,-1,-1,-1
4310,情谊贝贝,14,2,9,2213,2613,2813,2001,2021,2061,-1,53821,12,3,52721,13,5,-1,-1,-1,-1,-1,-1
4311,壹颗鈊,14,0,5,513,813,1013,1501,1511,1581,-1,61242,14,3,61742,14,11,-1,-1,-1,-1,-1,-1
4312,小太保,14,2,7,2513,2713,2913,2501,2541,2591,-1,61643,12,3,61841,14,11,-1,-1,-1,-1,-1,-1
4313,&c月,14,3,9,2213,3013,3213,2001,2021,2061,-1,61642,12,3,61242,14,5,-1,-1,-1,-1,-1,-1
4314,云灏儿,14,1,3,613,1213,1413,1501,1511,1581,-1,55221,14,5,51621,12,11,-1,-1,-1,-1,-1,-1
4315,一剑斩风月,14,0,5,613,813,1013,1501,1511,1581,-1,60643,13,3,61742,12,11,-1,-1,-1,-1,-1,-1
4316,夕暮夜叹,14,2,1,4513,5113,5313,3501,3511,3591,-1,51221,13,7,55221,12,9,-1,-1,-1,-1,-1,-1
4317,喃GG,14,1,5,613,1213,1413,1501,1511,1581,-1,54821,12,3,51021,14,11,-1,-1,-1,-1,-1,-1
4318,ッ颓废年华,14,2,3,4313,4713,4913,3501,3531,3591,-1,52921,12,7,53521,14,11,-1,-1,-1,-1,-1,-1
4319,梦之缘,14,0,5,513,813,1013,1501,1511,1581,-1,52721,13,3,54521,14,11,-1,-1,-1,-1,-1,-1
4320,梦剑星,14,2,7,2513,2713,2913,2501,2541,2591,-1,55341,12,3,62141,14,11,-1,-1,-1,-1,-1,-1
4321,春天的雨季,14,2,9,2513,2713,2913,2501,2541,2591,-1,61241,14,5,60842,14,11,-1,-1,-1,-1,-1,-1
4322,天璇大哥,14,2,1,4313,5113,5313,3501,3511,3591,-1,53921,12,7,51621,13,9,-1,-1,-1,-1,-1,-1
4323,骑猪追妹,14,2,7,2413,2713,2913,2501,2541,2591,-1,51321,14,3,54521,14,11,-1,-1,-1,-1,-1,-1
4324,郗傲顺,14,2,1,4413,5113,5313,3501,3531,3591,-1,53921,12,7,53021,14,9,-1,-1,-1,-1,-1,-1
4325,善解人衣,14,2,7,2413,2713,2913,2501,2541,2591,-1,62043,12,3,61742,12,11,-1,-1,-1,-1,-1,-1
4326,豪门丶ＸＸ,14,3,9,2513,3113,3313,2501,2541,2591,-1,60643,12,5,60141,13,11,-1,-1,-1,-1,-1,-1
4327,孤独土豆,14,2,3,4413,4713,4913,3501,3531,3591,-1,60743,14,7,60343,13,11,-1,-1,-1,-1,-1,-1
4328,幻域丶莽牛,14,2,1,4513,5113,5313,3501,3511,3591,-1,60243,12,7,60341,13,9,-1,-1,-1,-1,-1,-1
4329,诺然丶,14,3,7,2313,3113,3313,2501,2541,2591,-1,61641,14,3,62141,13,11,-1,-1,-1,-1,-1,-1
4330,22si,14,2,7,2413,2713,2913,2501,2541,2591,-1,55321,12,3,54521,13,11,-1,-1,-1,-1,-1,-1
4331,月孤明,14,1,3,613,1213,1413,1501,1511,1581,-1,61141,12,5,61141,14,11,-1,-1,-1,-1,-1,-1
4332,梦昔寒,14,3,7,2313,3113,3313,2501,2541,2591,-1,62043,14,3,61742,14,11,-1,-1,-1,-1,-1,-1
4333,邪神灬,14,2,7,2413,2713,2913,2501,2541,2591,-1,53821,14,3,54521,12,11,-1,-1,-1,-1,-1,-1
4334,ＳＯＳ,14,0,3,613,813,1013,1501,1511,1581,-1,54721,13,5,54721,13,11,-1,-1,-1,-1,-1,-1
4335,南宫乐兮,14,1,5,413,1213,1413,1501,1511,1581,-1,61243,12,3,61841,14,11,-1,-1,-1,-1,-1,-1
4336,陌上枫浩,14,2,9,2513,2713,2913,2501,2541,2591,-1,60442,14,5,61142,13,11,-1,-1,-1,-1,-1,-1
4337,电气小熊,14,3,7,2313,3113,3313,2501,2541,2591,-1,54021,14,3,51021,13,11,-1,-1,-1,-1,-1,-1
4338,凌小龙,14,2,1,4413,5113,5313,3501,3531,3591,-1,61943,13,7,60341,13,9,-1,-1,-1,-1,-1,-1
4339,半獸人丶,14,2,3,4413,4713,4913,3501,3531,3591,-1,52921,14,7,51521,12,11,-1,-1,-1,-1,-1,-1
4340,龙霸天下,14,2,9,2013,2613,2813,2001,2021,2061,-1,55121,12,3,52821,14,5,-1,-1,-1,-1,-1,-1
4341,小楫夜泊,14,2,3,4413,4713,4913,3501,3531,3591,-1,52921,13,7,52521,14,11,-1,-1,-1,-1,-1,-1
4342,豪门丶兔子,14,0,5,613,813,1013,1501,1511,1581,-1,52721,14,3,51021,14,11,-1,-1,-1,-1,-1,-1
4343,默生话青菜,14,3,9,2513,3113,3313,2501,2541,2591,-1,52721,14,5,52521,13,11,-1,-1,-1,-1,-1,-1
4344,卡扎伊,14,2,9,2513,2713,2913,2501,2541,2591,-1,60743,12,5,60342,14,11,-1,-1,-1,-1,-1,-1
4345,アスナ,14,3,9,2013,3013,3213,2001,2011,2061,-1,61642,14,3,61442,14,5,-1,-1,-1,-1,-1,-1
4346,丶不眠,14,2,1,4413,5113,5313,3501,3511,3591,-1,60543,12,7,61141,14,9,-1,-1,-1,-1,-1,-1
4347,西门景苍,14,2,9,2213,2613,2813,2001,2021,2061,-1,55121,12,3,52821,12,5,-1,-1,-1,-1,-1,-1
4348,飞舞⒈叁,14,2,1,4313,4713,4913,3501,3531,3591,-1,52721,12,7,52421,12,9,-1,-1,-1,-1,-1,-1
4349,風流№下流,14,2,3,4413,4713,4913,3501,3511,3591,-1,52721,13,7,51521,13,11,-1,-1,-1,-1,-1,-1
4350,大大小小,14,0,3,413,813,1013,1501,1511,1581,-1,60341,13,5,61141,13,11,-1,-1,-1,-1,-1,-1
4351,沫ガ唁,14,2,1,4313,4713,4913,3501,3511,3591,-1,51221,14,7,53021,13,9,-1,-1,-1,-1,-1,-1
4352,独孤烟,14,0,5,413,813,1013,1501,1511,1581,-1,52721,12,3,54521,13,11,-1,-1,-1,-1,-1,-1
4353,＿＿＿审判,14,2,3,4313,5113,5313,3501,3511,3591,-1,51221,14,7,53521,12,11,-1,-1,-1,-1,-1,-1
4354,ス螺?,14,0,5,613,813,1013,1501,1511,1581,-1,54821,13,3,54521,14,11,-1,-1,-1,-1,-1,-1
4355,缘何似梦,14,2,7,2313,2713,2913,2501,2541,2591,-1,61641,14,3,61742,13,11,-1,-1,-1,-1,-1,-1
4356,钟少Oo,14,0,3,513,813,1013,1501,1511,1581,-1,60341,13,5,60341,14,11,-1,-1,-1,-1,-1,-1
4357,凌小燕,14,2,1,4313,4713,4913,3501,3531,3591,-1,54821,12,7,52421,14,9,-1,-1,-1,-1,-1,-1
4358,秋风殇丶,14,1,5,413,1213,1413,1501,1511,1581,-1,52821,12,3,54521,13,11,-1,-1,-1,-1,-1,-1
4359,哈小哈,14,1,3,613,1213,1413,1501,1511,1581,-1,54721,14,5,51621,12,11,-1,-1,-1,-1,-1,-1
4360,我只在乎你,14,2,9,2013,2613,2813,2001,2021,2061,-1,54021,13,3,53921,14,5,-1,-1,-1,-1,-1,-1
4361,昊天灬,14,3,9,2513,3113,3313,2501,2541,2591,-1,62042,13,5,60843,12,11,-1,-1,-1,-1,-1,-1
4362,末弦ら,14,0,5,413,813,1013,1501,1511,1581,-1,52721,13,3,51021,14,11,-1,-1,-1,-1,-1,-1
4363,窝哎腻,14,2,3,4413,4713,4913,3501,3511,3591,-1,52721,13,7,51521,13,11,-1,-1,-1,-1,-1,-1
4364,人型坦克,14,3,7,2513,3113,3313,2501,2541,2591,-1,55321,13,3,54521,13,11,-1,-1,-1,-1,-1,-1
4365,眉间风流,14,1,3,413,1213,1413,1501,1511,1581,-1,53021,13,5,51621,13,11,-1,-1,-1,-1,-1,-1
4366,慕容寒冰,14,3,9,2413,3113,3313,2501,2541,2591,-1,60541,12,5,61142,14,11,-1,-1,-1,-1,-1,-1
4367,丷灬丷,14,0,3,513,813,1013,1501,1511,1581,-1,51621,13,5,52421,13,11,-1,-1,-1,-1,-1,-1
4368,＿＿＿黑色,14,0,3,613,813,1013,1501,1511,1581,-1,53121,13,5,53021,12,11,-1,-1,-1,-1,-1,-1
4369,逍遥江湖,14,1,3,413,1213,1413,1501,1511,1581,-1,60341,14,5,61141,12,11,-1,-1,-1,-1,-1,-1
4370,圈灬圈,14,2,1,4413,4713,4913,3501,3531,3591,-1,61441,14,7,60341,12,9,-1,-1,-1,-1,-1,-1
4371,醉Oo逍遥,14,1,5,513,1213,1413,1501,1511,1581,-1,52721,13,3,51021,12,11,-1,-1,-1,-1,-1,-1
