"强化规则ID
===
Id
===
int-cs","强化层级
===
Level
===
int-cs","经验基数
===
ExpLevelBase
===
int-cs","经验成长
===
ExpLevelInc
===
int-cs","装备升级配置0.材料Id
===
EquipUpConfig0.Id
===
int-cs","装备升级配置0.材料数量
===
EquipUpConfig0.MaterialCount
===
int-cs","装备升级配置1.材料Id
===
EquipUpConfig1.Id
===
int-cs","装备升级配置1.材料数量
===
EquipUpConfig1.MaterialCount
===
int-cs","装备升级配置2.材料Id
===
EquipUpConfig2.Id
===
int-cs","装备升级配置2.材料数量
===
EquipUpConfig2.MaterialCount
===
int-cs","装备升级配置3.材料Id
===
EquipUpConfig3.Id
===
int-cs","装备升级配置3.材料数量
===
EquipUpConfig3.MaterialCount
===
int-cs","装备升级配置4.材料Id
===
EquipUpConfig4.Id
===
int-cs","装备升级配置4.材料数量
===
EquipUpConfig4.MaterialCount
===
int-cs","保底等级
===
SecurityLevel
===
int-cs","强化成功率
===
SuccessRate
===
int-cs","回退经验
===
BackExp
===
int-cs","装备属性配置0.基础
===
EquipAttributeConfig0.Attr
===
float-cs","装备属性配置0.成长
===
EquipAttributeConfig0.AttrInc
===
float-cs","装备属性配置1.基础
===
EquipAttributeConfig1.Attr
===
float-cs","装备属性配置1.成长
===
EquipAttributeConfig1.AttrInc
===
float-cs","装备属性配置2.基础
===
EquipAttributeConfig2.Attr
===
float-cs","装备属性配置2.成长
===
EquipAttributeConfig2.AttrInc
===
float-cs","装备属性配置3.基础
===
EquipAttributeConfig3.Attr
===
float-cs","装备属性配置3.成长
===
EquipAttributeConfig3.AttrInc
===
float-cs","装备属性配置4.基础
===
EquipAttributeConfig4.Attr
===
float-cs","装备属性配置4.成长
===
EquipAttributeConfig4.AttrInc
===
float-cs","装备属性配置5.基础
===
EquipAttributeConfig5.Attr
===
float-cs","装备属性配置5.成长
===
EquipAttributeConfig5.AttrInc
===
float-cs","装备属性配置6.基础
===
EquipAttributeConfig6.Attr
===
float-cs","装备属性配置6.成长
===
EquipAttributeConfig6.AttrInc
===
float-cs","装备属性配置7.基础
===
EquipAttributeConfig7.Attr
===
float-cs","装备属性配置7.成长
===
EquipAttributeConfig7.AttrInc
===
float-cs","装备属性配置8.基础
===
EquipAttributeConfig8.Attr
===
float-cs","装备属性配置8.成长
===
EquipAttributeConfig8.AttrInc
===
float-cs","装备属性配置9.基础
===
EquipAttributeConfig9.Attr
===
float-cs","装备属性配置9.成长
===
EquipAttributeConfig9.AttrInc
===
float-cs","装备属性配置10.基础
===
EquipAttributeConfig10.Attr
===
float-cs","装备属性配置10.成长
===
EquipAttributeConfig10.AttrInc
===
float-cs","装备属性配置11.基础
===
EquipAttributeConfig11.Attr
===
float-cs","装备属性配置11.成长
===
EquipAttributeConfig11.AttrInc
===
float-cs","装备属性配置12.基础
===
EquipAttributeConfig12.Attr
===
float-cs","装备属性配置12.成长
===
EquipAttributeConfig12.AttrInc
===
float-cs","装备属性配置13.基础
===
EquipAttributeConfig13.Attr
===
float-cs","装备属性配置13.成长
===
EquipAttributeConfig13.AttrInc
===
float-cs","装备属性配置14.基础
===
EquipAttributeConfig14.Attr
===
float-cs","装备属性配置14.成长
===
EquipAttributeConfig14.AttrInc
===
float-cs","装备属性配置15.基础
===
EquipAttributeConfig15.Attr
===
float-cs","装备属性配置15.成长
===
EquipAttributeConfig15.AttrInc
===
float-cs","装备属性配置16.基础
===
EquipAttributeConfig16.Attr
===
float-cs","装备属性配置16.成长
===
EquipAttributeConfig16.AttrInc
===
float-cs","装备属性配置17.基础
===
EquipAttributeConfig17.Attr
===
float-cs","装备属性配置17.成长
===
EquipAttributeConfig17.AttrInc
===
float-cs","装备属性配置18.基础
===
EquipAttributeConfig18.Attr
===
float-cs","装备属性配置18.成长
===
EquipAttributeConfig18.AttrInc
===
float-cs","装备属性配置19.基础
===
EquipAttributeConfig19.Attr
===
float-cs","装备属性配置19.成长
===
EquipAttributeConfig19.AttrInc
===
float-cs","装备属性配置20.基础
===
EquipAttributeConfig20.Attr
===
float-cs","装备属性配置20.成长
===
EquipAttributeConfig20.AttrInc
===
float-cs","装备属性配置21.基础
===
EquipAttributeConfig21.Attr
===
float-cs","装备属性配置21.成长
===
EquipAttributeConfig21.AttrInc
===
float-cs","装备属性配置22.基础
===
EquipAttributeConfig22.Attr
===
float-cs","装备属性配置22.成长
===
EquipAttributeConfig22.AttrInc
===
float-cs","装备属性配置23.基础
===
EquipAttributeConfig23.Attr
===
float-cs","装备属性配置23.成长
===
EquipAttributeConfig23.AttrInc
===
float-cs","装备属性配置24.基础
===
EquipAttributeConfig24.Attr
===
float-cs","装备属性配置24.成长
===
EquipAttributeConfig24.AttrInc
===
float-cs","装备属性配置25.基础
===
EquipAttributeConfig25.Attr
===
float-cs","装备属性配置25.成长
===
EquipAttributeConfig25.AttrInc
===
float-cs","装备属性配置26.基础
===
EquipAttributeConfig26.Attr
===
float-cs","装备属性配置26.成长
===
EquipAttributeConfig26.AttrInc
===
float-cs","装备属性配置27.基础
===
EquipAttributeConfig27.Attr
===
float-cs","装备属性配置27.成长
===
EquipAttributeConfig27.AttrInc
===
float-cs","装备属性配置28.基础
===
EquipAttributeConfig28.Attr
===
float-cs","装备属性配置28.成长
===
EquipAttributeConfig28.AttrInc
===
float-cs","装备属性配置29.基础
===
EquipAttributeConfig29.Attr
===
float-cs","装备属性配置29.成长
===
EquipAttributeConfig29.AttrInc
===
float-cs","装备属性配置30.基础
===
EquipAttributeConfig30.Attr
===
float-cs","装备属性配置30.成长
===
EquipAttributeConfig30.AttrInc
===
float-cs","装备属性配置31.基础
===
EquipAttributeConfig31.Attr
===
float-cs","装备属性配置31.成长
===
EquipAttributeConfig31.AttrInc
===
float-cs"
12502,2,6700,990,0,0,0,0,0,0,0,0,0,0,0,0,0,136,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12503,3,17200,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,252,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12504,4,40900,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,428,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12505,5,88600,8670,0,0,0,0,0,0,0,0,0,0,0,0,0,676,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12506,6,178300,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,962,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12507,7,292000,13230,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12508,8,429700,15510,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12509,9,591400,17790,0,0,0,0,0,0,0,0,0,0,0,0,0,1819,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12510,10,777100,20070,0,0,0,0,0,0,0,0,0,0,0,0,0,2104,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12511,11,986800,22350,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12512,12,1220500,24630,0,0,0,0,0,0,0,0,0,0,0,0,0,2675,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12513,13,1478200,26910,0,0,0,0,0,0,0,0,0,0,0,0,0,2961,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12514,14,1759900,29190,0,0,0,0,0,0,0,0,0,0,0,0,0,3247,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12515,15,2065600,31470,0,0,0,0,0,0,0,0,0,0,0,0,0,3532,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12516,16,2395300,33750,0,0,0,0,0,0,0,0,0,0,0,0,0,3818,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12517,17,2749000,36030,0,0,0,0,0,0,0,0,0,0,0,0,0,4103,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2816,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12518,18,3126700,38310,0,0,0,0,0,0,0,0,0,0,0,0,0,4389,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12519,19,3528400,40590,0,0,0,0,0,0,0,0,0,0,0,0,0,4675,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12520,20,3954100,42870,0,0,0,0,0,0,0,0,0,0,0,0,0,4960,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#武器-剑-3,,0.8,0.8,,,,,,,,,,,,,,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
13500,0,170,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13501,1,2720,799,0,0,0,0,0,0,0,0,0,0,0,0,0,62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13502,2,11390,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,163,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13503,3,29240,3859,0,0,0,0,0,0,0,0,0,0,0,0,0,302,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13504,4,69530,7803,0,0,0,0,0,0,0,0,0,0,0,0,0,513,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13505,5,150620,14739,0,0,0,0,0,0,0,0,0,0,0,0,0,811,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13506,6,303110,18615,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13507,7,496400,22491,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13508,8,730490,26367,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13509,9,1005380,30243,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13510,10,1321070,34119,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13511,11,1677560,37995,0,0,0,0,0,0,0,0,0,0,0,0,0,2868,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13512,12,2074850,41871,0,0,0,0,0,0,0,0,0,0,0,0,0,3210,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13513,13,2512940,45747,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13514,14,2991830,49623,0,0,0,0,0,0,0,0,0,0,0,0,0,3896,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2673,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13515,15,3511520,53499,0,0,0,0,0,0,0,0,0,0,0,0,0,4238,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2908,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13516,16,4072010,57375,0,0,0,0,0,0,0,0,0,0,0,0,0,4581,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13517,17,4673300,61251,0,0,0,0,0,0,0,0,0,0,0,0,0,4923,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3379,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13518,18,5315390,65127,0,0,0,0,0,0,0,0,0,0,0,0,0,5266,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3614,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13519,19,5998280,69003,0,0,0,0,0,0,0,0,0,0,0,0,0,5610,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3849,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13520,20,6721970,72879,0,0,0,0,0,0,0,0,0,0,0,0,0,5952,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4084,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#武器-剑-4,,1.2,1.2,,,,,,,,,,,,,,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
14500,0,290,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14501,1,4640,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14502,2,19430,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,204,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14503,3,49880,6583,0,0,0,0,0,0,0,0,0,0,0,0,0,378,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14504,4,118610,13311,0,0,0,0,0,0,0,0,0,0,0,0,0,642,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14505,5,256940,25143,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14506,6,517070,31755,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14507,7,846800,38367,0,0,0,0,0,0,0,0,0,0,0,0,0,1870,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14508,8,1246130,44979,0,0,0,0,0,0,0,0,0,0,0,0,0,2299,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14509,9,1715060,51591,0,0,0,0,0,0,0,0,0,0,0,0,0,2728,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14510,10,2253590,58203,0,0,0,0,0,0,0,0,0,0,0,0,0,3156,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14511,11,2861720,64815,0,0,0,0,0,0,0,0,0,0,0,0,0,3585,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14512,12,3539450,71427,0,0,0,0,0,0,0,0,0,0,0,0,0,4012,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14513,13,4286780,78039,0,0,0,0,0,0,0,0,0,0,0,0,0,4441,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3048,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14514,14,5103710,84651,0,0,0,0,0,0,0,0,0,0,0,0,0,4870,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14515,15,5990240,91263,0,0,0,0,0,0,0,0,0,0,0,0,0,5298,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3636,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14516,16,6946370,97875,0,0,0,0,0,0,0,0,0,0,0,0,0,5727,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14517,17,7972100,104487,0,0,0,0,0,0,0,0,0,0,0,0,0,6154,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4224,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14518,18,9067430,111099,0,0,0,0,0,0,0,0,0,0,0,0,0,6583,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4518,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14519,19,10232360,117711,0,0,0,0,0,0,0,0,0,0,0,0,0,7012,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4812,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14520,20,11466890,124323,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5106,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#衣服-0,,0,0,,,,,,,,,,,,,,0,0,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
20000,0,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20001,1,800,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,1728,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
