"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","物品类型
===
Type
===
int-cs","品质
===
Quality
===
int-cs","展示ID(ShowTable)
===
ShowID
===
int-c","掉落时展示ID(ShowTable)
===
DropShowID
===
int-c","道具描述
===
GameItemDesc
===
string-cs","买入价格
===
BuyingRate
===
int-cs","卖出价格
===
SellingRate
===
int-cs","出售提示
===
SellWarn
===
int-c","可销毁
===
CanDelete
===
int-cs","堆叠上限
===
StackDepth
===
int-cs","经验(装备所需)
===
Exp
===
int-cs","等级需求
===
RequiredLevel
===
int-cs","使用规则
===
UseRules
===
int-cs","作用时间
===
ActionTime
===
int-cs","道具作用id
===
ActionId
===
int-cs","道具参数配置0.参数
===
ItemConfig0.Effect
===
int-cs","道具参数配置0.说明
===
ItemConfig0.Explain
===
string-cs","道具参数配置1.参数
===
ItemConfig1.Effect
===
int-cs","道具参数配置1.说明
===
ItemConfig1.Explain
===
string-cs","道具参数配置2.参数
===
ItemConfig2.Effect
===
int-cs","道具参数配置2.说明
===
ItemConfig2.Explain
===
string-cs","道具参数配置3.参数
===
ItemConfig3.Effect
===
int-cs","道具参数配置3.说明
===
ItemConfig3.Explain
===
string-cs","道具参数配置4.参数
===
ItemConfig4.Effect
===
int-cs","道具参数配置4.说明
===
ItemConfig4.Explain
===
string-cs","道具参数配置5.参数
===
ItemConfig5.Effect
===
int-cs","道具参数配置5.说明
===
ItemConfig5.Explain
===
string-cs","道具参数配置6.参数
===
ItemConfig6.Effect
===
int-cs","道具参数配置6.说明
===
ItemConfig6.Explain
===
string-cs","道具参数配置7.参数
===
ItemConfig7.Effect
===
int-cs","道具参数配置7.说明
===
ItemConfig7.Explain
===
string-cs","道具参数配置8.参数
===
ItemConfig8.Effect
===
int-cs","道具参数配置8.说明
===
ItemConfig8.Explain
===
string-cs","道具参数配置9.参数
===
ItemConfig9.Effect
===
int-cs","道具参数配置9.说明
===
ItemConfig9.Explain
===
string-cs","道具参数配置10.参数
===
ItemConfig10.Effect
===
int-cs","道具参数配置10.说明
===
ItemConfig10.Explain
===
string-cs","道具参数配置11.参数
===
ItemConfig11.Effect
===
int-cs","道具参数配置11.说明
===
ItemConfig11.Explain
===
string-cs","道具参数配置12.参数
===
ItemConfig12.Effect
===
int-cs","道具参数配置12.说明
===
ItemConfig12.Explain
===
string-cs","道具参数配置13.参数
===
ItemConfig13.Effect
===
int-cs","道具参数配置13.说明
===
ItemConfig13.Explain
===
string-cs","道具参数配置14.参数
===
ItemConfig14.Effect
===
int-cs","道具参数配置14.说明
===
ItemConfig14.Explain
===
string-cs","道具参数配置15.参数
===
ItemConfig15.Effect
===
int-cs","道具参数配置15.说明
===
ItemConfig15.Explain
===
string-cs","道具参数配置16.参数
===
ItemConfig16.Effect
===
int-cs","道具参数配置16.说明
===
ItemConfig16.Explain
===
string-cs","道具参数配置17.参数
===
ItemConfig17.Effect
===
int-cs","道具参数配置17.说明
===
ItemConfig17.Explain
===
string-cs","道具参数配置18.参数
===
ItemConfig18.Effect
===
int-cs","道具参数配置18.说明
===
ItemConfig18.Explain
===
string-cs","道具参数配置19.参数
===
ItemConfig19.Effect
===
int-cs","道具参数配置19.说明
===
ItemConfig19.Explain
===
string-cs","出处
===
ComeFrom
===
string-c","可合成Id(用;分开)
===
CanSyntheticId
===
string-c"
50058,战斗攻击药水18,4,3,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,35,0,2,-1,6,50058,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50059,战斗攻击药水19,4,3,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,35,0,2,-1,6,50059,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50060,战斗攻击药水20,4,3,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,35,0,2,-1,6,50060,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50061,战斗防御药水1,4,0,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,15,0,2,-1,6,50061,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50062,战斗防御药水2,4,0,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,15,0,2,-1,6,50062,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50063,战斗防御药水3,4,0,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,15,0,2,-1,6,50063,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50064,战斗防御药水4,4,0,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,15,0,2,-1,6,50064,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50065,战斗防御药水5,4,0,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,15,0,2,-1,6,50065,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50066,战斗防御药水6,4,1,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,20,0,2,-1,6,50066,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50067,战斗防御药水7,4,1,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,20,0,2,-1,6,50067,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50068,战斗防御药水8,4,1,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,20,0,2,-1,6,50068,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50069,战斗防御药水9,4,1,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,20,0,2,-1,6,50069,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50070,战斗防御药水10,4,1,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,20,0,2,-1,6,50070,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50071,战斗防御药水11,4,2,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,25,0,2,-1,6,50071,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50072,战斗防御药水12,4,2,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,25,0,2,-1,6,50072,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50073,战斗防御药水13,4,2,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,25,0,2,-1,6,50073,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50074,战斗防御药水14,4,2,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,25,0,2,-1,6,50074,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50075,战斗防御药水15,4,2,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,25,0,2,-1,6,50075,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50076,战斗防御药水16,4,3,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,35,0,2,-1,6,50076,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50077,战斗防御药水17,4,3,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,35,0,2,-1,6,50077,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50078,战斗防御药水18,4,3,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,35,0,2,-1,6,50078,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50079,战斗防御药水19,4,3,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,35,0,2,-1,6,50079,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50080,战斗防御药水20,4,3,1003,1000,拾取即增加xx点防御,1000,1,1,0,999,35,0,2,-1,6,50080,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50081,战斗暴击药水1,4,0,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,15,0,2,-1,6,50081,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50082,战斗暴击药水2,4,0,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,15,0,2,-1,6,50082,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50083,战斗暴击药水3,4,0,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,15,0,2,-1,6,50083,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50084,战斗暴击药水4,4,0,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,15,0,2,-1,6,50084,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50085,战斗暴击药水5,4,0,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,15,0,2,-1,6,50085,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50086,战斗暴击药水6,4,1,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,20,0,2,-1,6,50086,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50087,战斗暴击药水7,4,1,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,20,0,2,-1,6,50087,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50088,战斗暴击药水8,4,1,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,20,0,2,-1,6,50088,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50089,战斗暴击药水9,4,1,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,20,0,2,-1,6,50089,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50090,战斗暴击药水10,4,1,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,20,0,2,-1,6,50090,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50091,战斗暴击药水11,4,2,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,25,0,2,-1,6,50091,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50092,战斗暴击药水12,4,2,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,25,0,2,-1,6,50092,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50093,战斗暴击药水13,4,2,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,25,0,2,-1,6,50093,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50094,战斗暴击药水14,4,2,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,25,0,2,-1,6,50094,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50095,战斗暴击药水15,4,2,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,25,0,2,-1,6,50095,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50096,战斗暴击药水16,4,3,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,35,0,2,-1,6,50096,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50097,战斗暴击药水17,4,3,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,35,0,2,-1,6,50097,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50098,战斗暴击药水18,4,3,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,35,0,2,-1,6,50098,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50099,战斗暴击药水19,4,3,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,35,0,2,-1,6,50099,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50100,战斗暴击药水20,4,3,1003,1000,拾取即增加xx点暴击,1000,1,1,0,999,35,0,2,-1,6,50100,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
#武将经验药,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51000,经验药Lv1,4,0,1275,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将20点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,20,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51001,经验药Lv2,4,0,1276,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将50点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51002,经验药Lv3,4,0,1277,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将100点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,100,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51003,经验药Lv4,4,0,1278,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将200点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,200,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51004,经验药Lv5,4,0,1279,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将500点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,500,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51005,经验药Lv6,4,1,1280,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将1000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,1000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51006,经验药Lv7,4,1,1281,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将2000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,2000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51007,经验药Lv8,4,1,1282,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将4000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,4000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51008,经验药Lv9,4,1,1283,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将8000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,8000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51009,经验药Lv10,4,1,1284,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将16000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,16000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51010,经验药Lv11,4,2,1285,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将32000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,32000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51011,经验药Lv12,4,2,1286,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将64000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,64000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51012,经验药Lv13,4,2,1287,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将120000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,120000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51013,经验药Lv14,4,2,1288,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将230000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,230000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51014,经验药Lv15,4,2,1289,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将340000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,340000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51015,经验药Lv16,4,3,1290,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将450000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,450000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51016,经验药Lv17,4,3,1291,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将560000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,560000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51017,经验药Lv18,4,3,1292,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将670000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,670000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51018,经验药Lv19,4,3,1293,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将780000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,780000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
51019,经验药Lv20,4,3,1294,1000,"通过武将界面增加武将经验，从而提升武将的等级。
[038f14]增加武将900000点经验值。[-]",1000,1,1,0,999,0,0,0,-1,6,3,,900000,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
#武将法宝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#粘贴表格使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80001,怒眉宝镜,3,0,1295,1000,"怒眉宝镜可以增加武将：
攻击力+214
暴击+173
",0,0,1,1,999,10,8,0,0,7,0,,214,,13,,173,,-1,,0,,-1,,0,,-1,,0,,80081,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80002,银凌仙衣,3,0,1296,1000,"银凌仙衣可以增加武将：
防御力+216
生命值+1831
",0,0,1,1,999,10,12,0,0,7,1,,216,,2,,1831,,-1,,0,,-1,,0,,-1,,0,,80082,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80003,龙夕火,3,0,1297,1000,"龙夕火可以增加武将：
血量回复速度+119
格挡+182
",0,0,1,1,999,10,14,0,0,7,16,,119,,15,,182,,-1,,0,,-1,,0,,-1,,0,,80083,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80004,兜率灵炎,3,0,1298,1000,"兜率灵炎可以增加武将：
破击+173
韧性+182
",0,0,1,1,999,10,16,0,0,7,12,,173,,14,,182,,-1,,0,,-1,,0,,-1,,0,,80084,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80005,山河社稷图,3,1,1299,1000,"山河社稷图可以增加武将：
土属性攻击+41
攻击力+214
",0,0,1,1,999,10,12,0,0,7,4,,41,,0,,214,,-1,,0,,-1,,0,,-1,,0,,80085,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80006,鬼面镜,3,1,1300,1000,"鬼面镜可以增加武将：
水属性攻击+41
攻击力+214
",0,0,1,1,999,25,13,0,0,7,5,,41,,0,,214,,-1,,0,,-1,,0,,-1,,0,,80086,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80007,北极火,3,1,1301,1000,"北极火可以增加武将：
火属性攻击+41
攻击力+214
",0,0,1,1,999,25,14,0,0,7,6,,41,,0,,214,,-1,,0,,-1,,0,,-1,,0,,80087,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80008,呐魂纱,3,1,1302,1000,"呐魂纱可以增加武将：
风属性攻击+41
攻击力+214
",0,0,1,1,999,25,15,0,0,7,7,,41,,0,,214,,-1,,0,,-1,,0,,-1,,0,,80088,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80009,皓天镜,3,1,1303,1000,"皓天镜可以增加武将：
土属性攻击+41
暴击+173
",0,0,1,1,999,25,12,0,0,7,4,,41,,13,,173,,-1,,0,,-1,,0,,-1,,0,,80089,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80010,八面驭风屏,3,1,1304,1000,"八面驭风屏可以增加武将：
水属性攻击+41
暴击+173
",0,0,1,1,999,25,13,0,0,7,5,,41,,13,,173,,-1,,0,,-1,,0,,-1,,0,,80090,,10,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80011,五云锁仙屏,3,1,1305,1000,"五云锁仙屏可以增加武将：
火属性攻击+41
暴击+173
",0,0,1,1,999,50,14,0,0,7,6,,41,,13,,173,,-1,,0,,-1,,0,,-1,,0,,80091,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80012,天旋神纱,3,1,1306,1000,"天旋神纱可以增加武将：
风属性攻击+41
暴击+173
",0,0,1,1,999,50,15,0,0,7,7,,41,,13,,173,,-1,,0,,-1,,0,,-1,,0,,80092,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80013,冰银环,3,1,1307,1000,"冰银环可以增加武将：
土属性抗性+66
防御力+216
",0,0,1,1,999,50,12,0,0,7,8,,66,,1,,216,,-1,,0,,-1,,0,,-1,,0,,80093,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80014,天心双环,3,1,1308,1000,"天心双环可以增加武将：
水属性抗性+66
防御力+216
",0,0,1,1,999,50,13,0,0,7,9,,66,,1,,216,,-1,,0,,-1,,0,,-1,,0,,80094,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80015,通天神火柱,3,1,1309,1000,"通天神火柱可以增加武将：
火属性抗性+66
防御力+216
",0,0,1,1,999,50,14,0,0,7,10,,66,,1,,216,,-1,,0,,-1,,0,,-1,,0,,80095,,25,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80016,风火蒲团,3,1,1310,1000,"风火蒲团可以增加武将：
风属性抗性+66
防御力+216
",0,0,1,1,999,80,15,0,0,7,11,,66,,1,,216,,-1,,0,,-1,,0,,-1,,0,,80096,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80017,如意乾坤袋,3,1,1311,1000,"如意乾坤袋可以增加武将：
土属性抗性+66
生命值+1831
",0,0,1,1,999,80,12,0,0,7,8,,66,,2,,1831,,-1,,0,,-1,,0,,-1,,0,,80097,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80018,紫薇天庭甲,3,1,1312,1000,"紫薇天庭甲可以增加武将：
水属性抗性+66
生命值+1831
",0,0,1,1,999,80,13,0,0,7,9,,66,,2,,1831,,-1,,0,,-1,,0,,-1,,0,,80098,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
80019,白玉金刚镯,3,1,1313,1000,"白玉金刚镯可以增加武将：
火属性抗性+66
生命值+1831
",0,0,1,1,999,80,14,0,0,7,10,,66,,2,,1831,,-1,,0,,-1,,0,,-1,,0,,80099,,50,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
