"Id
===
Id
===
int-c","技能名称
===
Name
===
string-c","技能图标
===
Image
===
string-c","技能描述
===
Desc
===
string-c","技能分组
===
SkillGroup
===
int-c","技能优先级
===
Priority
===
int-c","技能优先类型
===
PriorType
===
int-c","技能类型
===
SkillType
===
int-c","技能CD时间
===
CDTime
===
float-c","技能消耗HP
===
DepleteHP
===
int-c","技能消耗MP
===
DepleteMP
===
int-c","技能消耗怒气
===
DepleteRage
===
int-c","武将无双技切换时间
===
ModelWSSwtichTime
===
float-c","目标预警范围
===
AlertTarget
===
int-c","预警颜色
===
AlertColor
===
int-c","技能招式0
===
Steps0
===
int-c","技能招式1
===
Steps1
===
int-c","技能招式2
===
Steps2
===
int-c","技能招式3
===
Steps3
===
int-c","技能招式4
===
Steps4
===
int-c","技能招式5
===
Steps5
===
int-c","技能招式6
===
Steps6
===
int-c","技能招式7
===
Steps7
===
int-c","技能招式8
===
Steps8
===
int-c","技能招式9
===
Steps9
===
int-c","技能招式10
===
Steps10
===
int-c","技能招式11
===
Steps11
===
int-c","技能招式12
===
Steps12
===
int-c","技能招式13
===
Steps13
===
int-c","技能招式14
===
Steps14
===
int-c","技能招式15
===
Steps15
===
int-c","技能招式16
===
Steps16
===
int-c","技能招式17
===
Steps17
===
int-c","技能招式18
===
Steps18
===
int-c","技能招式19
===
Steps19
===
int-c"
39204,爆裂机甲,11321,生成一个机械木弹，无论敌人和友军一旦触碰，即产生大量的伤害。若无人触碰，30秒后自动爆炸。,39200,1,1,1,0,0,0,0,0.7,-1,1,3920400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39300,燃烧弹,11321,对天发射一个燃烧弹，然后落在正前方，落地产生伤害，持续燃烧5秒，触碰到的敌人受到持续15秒的伤害，受火属性影响。,39300,1,1,1,0,0,0,0,0.7,30110,1,3930000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39301,燃烧弹,11321,对天发射一个燃烧弹，然后落在正前方，落地产生伤害，持续燃烧5秒，触碰到的敌人受到持续15秒的伤害，受火属性影响。,39300,1,1,1,0,0,0,0,0.7,30110,1,3930100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39302,燃烧弹,11321,对天发射一个燃烧弹，然后落在正前方，落地产生伤害，持续燃烧5秒，触碰到的敌人受到持续15秒的伤害，受火属性影响。,39300,1,1,1,0,0,0,0,0.7,30110,1,3930200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39303,燃烧弹,11321,对天发射一个燃烧弹，然后落在正前方，落地产生伤害，持续燃烧5秒，触碰到的敌人受到持续15秒的伤害，受火属性影响。,39300,1,1,1,0,0,0,0,0.7,30110,1,3930300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39304,燃烧弹,11321,对天发射一个燃烧弹，然后落在正前方，落地产生伤害，持续燃烧5秒，触碰到的敌人受到持续15秒的伤害，受火属性影响。,39300,1,1,1,0,0,0,0,0.7,30110,1,3930400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39400,燃烧机枪,11321,使用左侧的机械手，向前方发射无数发火弹，受火属性攻击加成。,39400,1,1,1,0,0,0,0,0.7,-1,1,3940000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39401,燃烧机枪,11321,使用左侧的机械手，向前方发射无数发火弹，受火属性攻击加成。,39400,1,1,1,0,0,0,0,0.7,-1,1,3940100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39402,燃烧机枪,11321,使用左侧的机械手，向前方发射无数发火弹，受火属性攻击加成。,39400,1,1,1,0,0,0,0,0.7,-1,1,3940200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39403,燃烧机枪,11321,使用左侧的机械手，向前方发射无数发火弹，受火属性攻击加成。,39400,1,1,1,0,0,0,0,0.7,-1,1,3940300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39404,燃烧机枪,11321,使用左侧的机械手，向前方发射无数发火弹，受火属性攻击加成。,39400,1,1,1,0,0,0,0,0.7,-1,1,3940400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39500,机甲-爆炸技能,11321,生成一个机械木弹，无论敌人和友军一旦触碰，即产生大量的伤害。若无人触碰，30秒后自动爆炸。,39500,1,1,1,0,0,0,0,0.7,-1,1,3950000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39501,机甲-爆炸技能,11321,生成一个机械木弹，无论敌人和友军一旦触碰，即产生大量的伤害。若无人触碰，30秒后自动爆炸。,39500,1,1,1,0,0,0,0,0.7,-1,1,3950100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39502,机甲-爆炸技能,11321,生成一个机械木弹，无论敌人和友军一旦触碰，即产生大量的伤害。若无人触碰，30秒后自动爆炸。,39500,1,1,1,0,0,0,0,0.7,-1,1,3950200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39503,机甲-爆炸技能,11321,生成一个机械木弹，无论敌人和友军一旦触碰，即产生大量的伤害。若无人触碰，30秒后自动爆炸。,39500,1,1,1,0,0,0,0,0.7,-1,1,3950300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39504,机甲-爆炸技能,11321,生成一个机械木弹，无论敌人和友军一旦触碰，即产生大量的伤害。若无人触碰，30秒后自动爆炸。,39500,1,1,1,0,0,0,0,0.7,-1,1,3950400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#狄仁杰,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
40000,普通攻击,PetSkillBlank,对敌人产生一次挥剑攻击。,40000,1,2,0,0,0,0,0,0,1159,1,4000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40001,普通攻击,PetSkillBlank,对敌人产生一次挥剑攻击。,40000,1,2,0,0,0,0,0,0,1159,1,4000100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40002,普通攻击,PetSkillBlank,对敌人产生一次挥剑攻击。,40000,1,2,0,0,0,0,0,0,1159,1,4000200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40003,普通攻击,PetSkillBlank,对敌人产生一次挥剑攻击。,40000,1,2,0,0,0,0,0,0,1159,1,4000300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40004,普通攻击,PetSkillBlank,对敌人产生一次挥剑攻击。,40000,1,2,0,0,0,0,0,0,1159,1,4000400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40100,召唤技,61010,,40100,1,1,2,16,0,57,0,0,-1,1,4010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40101,召唤技,61010,,40100,1,1,2,16,0,77,0,0,-1,1,4010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40102,召唤技,61010,,40100,1,1,2,16,0,97,0,0,-1,1,4010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40103,召唤技,61010,,40100,1,1,2,16,0,117,0,0,-1,1,4010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40104,召唤技,61010,,40100,1,1,2,16,0,137,0,0,-1,1,4010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40200,割裂,11221,将前方敌人割裂，并产生15秒持续流血伤害。,40200,1,1,1,0,0,0,0,0.7,5085,1,4020000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40201,割裂,11221,将前方敌人割裂，并产生15秒持续流血伤害。,40200,1,1,1,0,0,0,0,0.7,5085,1,4020100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40202,割裂,11221,将前方敌人割裂，并产生15秒持续流血伤害。,40200,1,1,1,0,0,0,0,0.7,5085,1,4020200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40203,割裂,11221,将前方敌人割裂，并产生15秒持续流血伤害。,40200,1,1,1,0,0,0,0,0.7,5085,1,4020300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40204,割裂,11221,将前方敌人割裂，并产生15秒持续流血伤害。,40200,1,1,1,0,0,0,0,0.7,5085,1,4020400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40300,暴击加成,11221,增加友方暴击值，持续10秒。,40300,1,1,1,0,0,0,0,0.7,-1,1,4030000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40301,暴击加成,11221,增加友方暴击值，持续10秒。,40300,1,1,1,0,0,0,0,0.7,-1,1,4030100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40302,暴击加成,11221,增加友方暴击值，持续10秒。,40300,1,1,1,0,0,0,0,0.7,-1,1,4030200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40303,暴击加成,11221,增加友方暴击值，持续10秒。,40300,1,1,1,0,0,0,0,0.7,-1,1,4030300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40304,暴击加成,11221,增加友方暴击值，持续10秒。,40300,1,1,1,0,0,0,0,0.7,-1,1,4030400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40400,火柱冲天,11221,向前扬起三个大的火柱，产生大量伤害。（受火属性影响）,40400,1,1,1,0,0,0,0,0.7,-1,1,4040000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40401,火柱冲天,11221,向前扬起三个大的火柱，产生大量伤害。（受火属性影响）,40400,1,1,1,0,0,0,0,0.7,-1,1,4040100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40402,火柱冲天,11221,向前扬起三个大的火柱，产生大量伤害。（受火属性影响）,40400,1,1,1,0,0,0,0,0.7,-1,1,4040200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40403,火柱冲天,11221,向前扬起三个大的火柱，产生大量伤害。（受火属性影响）,40400,1,1,1,0,0,0,0,0.7,-1,1,4040300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40404,火柱冲天,11221,向前扬起三个大的火柱，产生大量伤害。（受火属性影响）,40400,1,1,1,0,0,0,0,0.7,-1,1,4040400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#廉颇,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
41000,普通攻击,PetSkillBlank,使用刀砍下产生3次物理攻击伤害。,41000,1,2,0,0,0,0,0,0,1159,1,4100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41001,普通攻击,PetSkillBlank,使用刀砍下产生3次物理攻击伤害。,41000,1,2,0,0,0,0,0,0,1159,1,4100100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41002,普通攻击,PetSkillBlank,使用刀砍下产生3次物理攻击伤害。,41000,1,2,0,0,0,0,0,0,1159,1,4100200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41003,普通攻击,PetSkillBlank,使用刀砍下产生3次物理攻击伤害。,41000,1,2,0,0,0,0,0,0,1159,1,4100300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41004,普通攻击,PetSkillBlank,使用刀砍下产生3次物理攻击伤害。,41000,1,2,0,0,0,0,0,0,1159,1,4100400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41100,召唤技,61011,,41100,1,1,2,8,0,28,0,0,-1,1,4110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41101,召唤技,61011,,41100,1,1,2,8,0,48,0,0,-1,1,4110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41102,召唤技,61011,,41100,1,1,2,8,0,68,0,0,-1,1,4110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41103,召唤技,61011,,41100,1,1,2,8,0,88,0,0,-1,1,4110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41104,召唤技,61011,,41100,1,1,2,8,0,108,0,0,-1,1,4110000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41200,土爆,20221,蓄力产生一个巨大的光晕，掀起巨大的光晕，使敌人产生击退效果并受到土属性伤害攻击。,41200,1,1,1,0,0,0,0,0.7,5090,1,4120000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41201,土爆,20221,蓄力产生一个巨大的光晕，掀起巨大的光晕，使敌人产生击退效果并受到土属性伤害攻击。,41200,1,1,1,0,0,0,0,0.7,5090,1,4120100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41202,土爆,20221,蓄力产生一个巨大的光晕，掀起巨大的光晕，使敌人产生击退效果并受到土属性伤害攻击。,41200,1,1,1,0,0,0,0,0.7,5090,1,4120200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41203,土爆,20221,蓄力产生一个巨大的光晕，掀起巨大的光晕，使敌人产生击退效果并受到土属性伤害攻击。,41200,1,1,1,0,0,0,0,0.7,5090,1,4120300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41204,土爆,20221,蓄力产生一个巨大的光晕，掀起巨大的光晕，使敌人产生击退效果并受到土属性伤害攻击。,41200,1,1,1,0,0,0,0,0.7,5090,1,4120400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41300,沙化护盾,20221,拥有沙尘护盾，增加10码内友军的元素防御。持续10秒,41200,1,1,1,0,0,0,0,0.7,-1,1,4130000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41301,沙化护盾,20221,拥有沙尘护盾，增加10码内友军的元素防御。持续10秒,41200,1,1,1,0,0,0,0,0.7,-1,1,4130100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41302,沙化护盾,20221,拥有沙尘护盾，增加10码内友军的元素防御。持续10秒,41200,1,1,1,0,0,0,0,0.7,-1,1,4130200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41303,沙化护盾,20221,拥有沙尘护盾，增加10码内友军的元素防御。持续10秒,41200,1,1,1,0,0,0,0,0.7,-1,1,4130300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41304,沙化护盾,20221,拥有沙尘护盾，增加10码内友军的元素防御。持续10秒,41200,1,1,1,0,0,0,0,0.7,-1,1,4130400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41400,暴怒尘土,20221,在正前方形成一个巨大的沙土漩涡。,41200,1,1,1,0,0,0,0,0.7,5090,1,4140000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41401,暴怒尘土,20221,在正前方形成一个巨大的沙土漩涡。,41200,1,1,1,0,0,0,0,0.7,5090,1,4140100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41402,暴怒尘土,20221,在正前方形成一个巨大的沙土漩涡。,41200,1,1,1,0,0,0,0,0.7,5090,1,4140200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41403,暴怒尘土,20221,在正前方形成一个巨大的沙土漩涡。,41200,1,1,1,0,0,0,0,0.7,5090,1,4140300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41404,暴怒尘土,20221,在正前方形成一个巨大的沙土漩涡。,41200,1,1,1,0,0,0,0,0.7,5090,1,4140400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#赵云,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
42000,普通攻击,PetSkillBlank,0,42000,1,2,0,0,0,0,0,0,1159,1,4200000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42001,普通攻击,PetSkillBlank,0,42000,1,2,0,0,0,0,0,0,1159,1,4200100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42002,普通攻击,PetSkillBlank,0,42000,1,2,0,0,0,0,0,0,1159,1,4200200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42003,普通攻击,PetSkillBlank,0,42000,1,2,0,0,0,0,0,0,1159,1,4200300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42004,普通攻击,PetSkillBlank,0,42000,1,2,0,0,0,0,0,0,1159,1,4200400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42100,召唤技,61012,,42100,1,1,2,6,0,21,0,0,-1,1,4210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42101,召唤技,61012,,42100,1,1,2,6,0,41,0,0,-1,1,4210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42102,召唤技,61012,,42100,1,1,2,6,0,61,0,0,-1,1,4210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42103,召唤技,61012,,42100,1,1,2,6,0,81,0,0,-1,1,4210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42104,召唤技,61012,,42100,1,1,2,6,0,101,0,0,-1,1,4210000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42200,攻击长枪,11121,突刺，旋转，砍击，对敌人产生大量的伤害，可加快破坏霸体的效果。,42200,1,1,1,0,0,0,0,0.7,5070,1,4220000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42201,攻击长枪,11121,突刺，旋转，砍击，对敌人产生大量的伤害，可加快破坏霸体的效果。,42200,1,1,1,0,0,0,0,0.7,5070,1,4220100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42202,攻击长枪,11121,突刺，旋转，砍击，对敌人产生大量的伤害，可加快破坏霸体的效果。,42200,1,1,1,0,0,0,0,0.7,5070,1,4220200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42203,攻击长枪,11121,突刺，旋转，砍击，对敌人产生大量的伤害，可加快破坏霸体的效果。,42200,1,1,1,0,0,0,0,0.7,5070,1,4220300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42204,攻击长枪,11121,突刺，旋转，砍击，对敌人产生大量的伤害，可加快破坏霸体的效果。,42200,1,1,1,0,0,0,0,0.7,5070,1,4220400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42300,吸血光环,11121,10码范围内的友军，攻击时的20%伤害可以转化为生命吸取。,42200,1,1,1,0,0,0,0,0.7,0,1,4230000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42301,吸血光环,11121,10码范围内的友军，攻击时的20%伤害可以转化为生命吸取。,42200,1,1,1,0,0,0,0,0.7,0,1,4230100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42302,吸血光环,11121,10码范围内的友军，攻击时的20%伤害可以转化为生命吸取。,42200,1,1,1,0,0,0,0,0.7,0,1,4230200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42303,吸血光环,11121,10码范围内的友军，攻击时的20%伤害可以转化为生命吸取。,42200,1,1,1,0,0,0,0,0.7,0,1,4230300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42304,吸血光环,11121,10码范围内的友军，攻击时的20%伤害可以转化为生命吸取。,42200,1,1,1,0,0,0,0,0.7,0,1,4230400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42400,冰封,20421,将周围玩家冰封定身住3秒。,42300,1,1,1,0,0,0,0,0.7,5,1,4240000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42401,冰封,20421,将周围玩家冰封定身住3秒。,42300,1,1,1,0,0,0,0,0.7,5,1,4240100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42402,冰封,20421,将周围玩家冰封定身住3秒。,42300,1,1,1,0,0,0,0,0.7,5,1,4240200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42403,冰封,20421,将周围玩家冰封定身住3秒。,42300,1,1,1,0,0,0,0,0.7,5,1,4240300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42404,冰封,20421,将周围玩家冰封定身住3秒。,42300,1,1,1,0,0,0,0,0.7,5,1,4240400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#曹操,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
43000,普通攻击,PetSkillBlank,普通法术攻击，受风属性影响， 提高技能伤害。,43000,1,2,0,0,0,0,0,0,5003,1,4300000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43001,普通攻击,PetSkillBlank,普通法术攻击，受风属性影响， 提高技能伤害。,43000,1,2,0,0,0,0,0,0,5003,1,4300100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43002,普通攻击,PetSkillBlank,普通法术攻击，受风属性影响， 提高技能伤害。,43000,1,2,0,0,0,0,0,0,5003,1,4300200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43003,普通攻击,PetSkillBlank,普通法术攻击，受风属性影响， 提高技能伤害。,43000,1,2,0,0,0,0,0,0,5003,1,4300300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43004,普通攻击,PetSkillBlank,普通法术攻击，受风属性影响， 提高技能伤害。,43000,1,2,0,0,0,0,0,0,5003,1,4300400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43100,召唤技,61013,,43100,1,1,2,5,0,18,0,0,-1,1,4310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43101,召唤技,61013,,43100,1,1,2,5,0,38,0,0,-1,1,4310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43102,召唤技,61013,,43100,1,1,2,5,0,58,0,0,-1,1,4310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43103,召唤技,61013,,43100,1,1,2,5,0,78,0,0,-1,1,4310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43104,召唤技,61013,,43100,1,1,2,5,0,98,0,0,-1,1,4310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43200,威慑,61000,以曹操为中心，呐喊眩晕周围5码内敌人，持续3秒，并受到一定的风属性伤害。,43200,1,1,1,0,0,0,0,0.7,10,1,4320000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43201,威慑,61000,以曹操为中心，呐喊眩晕周围5码内敌人，持续3秒，并受到一定的风属性伤害。,43200,1,1,1,0,0,0,0,0.7,10,1,4320100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43202,威慑,61000,以曹操为中心，呐喊眩晕周围5码内敌人，持续3秒，并受到一定的风属性伤害。,43200,1,1,1,0,0,0,0,0.7,10,1,4320200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43203,威慑,61000,以曹操为中心，呐喊眩晕周围5码内敌人，持续3秒，并受到一定的风属性伤害。,43200,1,1,1,0,0,0,0,0.7,10,1,4320300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
